gp,postcode,nhs_url
Village Medical Centre,TS5 6HF,https://www.nhs.uk/services/gp-surgery/village-medical-centre/A81009
Linthorpe Surgery,TS5 6HA,https://www.nhs.uk/services/gp-surgery/linthorpe-surgery/A81026
Park Surgery,TS1 3QY,https://www.nhs.uk/services/gp-surgery/park-surgery/A81016
Woodbridge Practice,TS17 0EE,https://www.nhs.uk/services/gp-surgery/woodbridge-practice/A81017
Thornaby & Barwick Medical Group,TS17 0EE,https://www.nhs.uk/services/gp-surgery/thornaby-and-barwick-medical-group/A81034
The James Cochrane Pract.,LA9 7HR,https://www.nhs.uk/services/gp-surgery/the-james-cochrane-pract/A82026
Captain French Surgery,LA9 4JE,https://www.nhs.uk/services/gp-surgery/captain-french-surgery/A82025
Lunesdale Surgery,LA6 2HQ,https://www.nhs.uk/services/gp-surgery/lunesdale-surgery/A82030
Shifnal & Priorslee Medical Practice,TF11 8AJ,https://www.nhs.uk/services/gp-surgery/shifnal-and-priorslee-medical-practice/M82038
Tamar Medical Centre,WV6 7QU,https://www.nhs.uk/services/gp-surgery/tamar-medical-centre/M83668
Longframlington Surgery,NE65 8AD,https://www.nhs.uk/services/gp-surgery/longframlington-surgery/A84002001
Alnwick Medical Group,NE66 2NL,https://www.nhs.uk/services/gp-surgery/alnwick-medical-group/A84006
Lynemouth Surgery,NE61 5TB,https://www.nhs.uk/services/gp-surgery/lynemouth-surgery/A84036002
Pegswood Surgery,NE61 6TB,https://www.nhs.uk/services/gp-surgery/pegswood-surgery/A84036003
Lintonville Medical Group,NE63 9UT,https://www.nhs.uk/services/gp-surgery/lintonville-medical-group/A5V4K
Goldington Road Surgery,MK40 3NE,https://www.nhs.uk/services/gp-surgery/goldington-road-surgery/Y00328
Gilbert Hitchcock House Branch,MK40 2AW,https://www.nhs.uk/services/gp-surgery/gilbert-hitchcock-house-branch/E81037007
The De Parys Group – Pemberley branch,MK40 2LA,https://www.nhs.uk/services/gp-surgery/the-de-parys-group-%E2%80%93-pemberley-branch/E81037006
Great Notley Surgery,CM77 7GS,https://www.nhs.uk/services/gp-surgery/great-notley-surgery/F81105001
The Billericay Medical Practice,CM12 0BJ,https://www.nhs.uk/services/gp-surgery/the-billericay-medical-practice/F81080
Dr N Dabas's Practice,CM12 0AH,https://www.nhs.uk/services/gp-surgery/dr-n-dabas-s-practice/F81045
Courtyard Surgery,SN10 4JB,https://www.nhs.uk/services/gp-surgery/courtyard-surgery/J83619
Salisbury Medical Practice,SP2 7FD,https://www.nhs.uk/services/gp-surgery/salisbury-medical-practice/J83021
Three Swans Surgery (Three Chequers Medical Practice),SP1 1DX,https://www.nhs.uk/services/gp-surgery/three-swans-surgery-three-chequers-medical-practice/J83026003
Martonside Medical Centre,TS4 3BU,https://www.nhs.uk/services/gp-surgery/martonside-medical-centre/A81020
Elm Tree Surgery,TS17 6PG,https://www.nhs.uk/services/gp-surgery/elm-tree-surgery/A81608
Nutwood Medical Practice,LA11 7DJ,https://www.nhs.uk/services/gp-surgery/nutwood-medical-practice/A82053
Maude Street Surgery,LA9 4QE,https://www.nhs.uk/services/gp-surgery/maude-street-surgery/A82026001
Gas House Lane Surgery,NE61 1JX,https://www.nhs.uk/services/gp-surgery/gas-house-lane-surgery/A84039
Greystoke Surgery,NE61 1JX,https://www.nhs.uk/services/gp-surgery/greystoke-surgery/A84031
The De Parys Group – Goldington Branch,MK40 3NG,https://www.nhs.uk/services/gp-surgery/the-de-parys-group-%E2%80%93-goldington-branch/E81037004
PC Ext Access Bedoc,MK42 9GP,https://www.nhs.uk/services/gp-surgery/pc-ext-access-bedoc/Y06153
London Road Surgery,MK42 9GP,https://www.nhs.uk/services/gp-surgery/london-road-surgery/E81019001
The DE Parys Group,MK40 2TX,https://www.nhs.uk/services/gp-surgery/the-de-parys-group/E81037
London Road Health Centre,MK42 0NT,https://www.nhs.uk/services/gp-surgery/london-road-health-centre/E81019
Western Road Surgery,CM12 9DX,https://www.nhs.uk/services/gp-surgery/western-road-surgery/F81013
Petersfield Surgery,RM3 9PD,https://www.nhs.uk/services/gp-surgery/petersfield-surgery/F82010
Central Park Surgery,RM3 9SU,https://www.nhs.uk/services/gp-surgery/central-park-surgery/F82016
"The Robins Surgery, Harold Hill Health C",RM3 9SU,https://www.nhs.uk/services/gp-surgery/the-robins-surgery-harold-hill-health-c/Y00312
Harold Hill Medical Centre,RM3 9SU,https://www.nhs.uk/services/gp-surgery/harold-hill-medical-centre/F82014
AbbaMoor Surgery ,RM3 9SU,https://www.nhs.uk/services/gp-surgery/abbamoor-surgery/F82670
Harcourt Medical Centre,SP2 7TD,https://www.nhs.uk/services/gp-surgery/harcourt-medical-centre/J83003
The Orchard Partnership,SP2 0JU,https://www.nhs.uk/services/gp-surgery/the-orchard-partnership/J83019
St Ann Street Surgery (Three Chequers Medical Practice),SP1 2PT,https://www.nhs.uk/services/gp-surgery/st-ann-street-surgery-three-chequers-medical-practice/J83026002
Old Basing Health Centre,RG24 7AE,https://www.nhs.uk/services/gp-surgery/old-basing-health-centre/J82061002
Swan Medical Group,GU32 3AB,https://www.nhs.uk/services/gp-surgery/swan-medical-group/J82098
Cornerways Surgery,BN11 5RZ,https://www.nhs.uk/services/gp-surgery/cornerways-surgery/H82076
Barn Surgery,BN12 5HJ,https://www.nhs.uk/services/gp-surgery/barn-surgery/H82087
Heene Road Surgery,BN11 4NY,https://www.nhs.uk/services/gp-surgery/heene-road-surgery/H82045004
Clementhorpe Health Centre,YO23 1AP,https://www.nhs.uk/services/gp-surgery/clementhorpe-health-centre/B82005001
"Haxby Group Practice, Gale Farm Surgery",YO24 3BU,https://www.nhs.uk/services/gp-surgery/haxby-group-practice-gale-farm-surgery/B82026004
Front Street Surgery,YO24 3BZ,https://www.nhs.uk/services/gp-surgery/front-street-surgery/B82100
The Warren Surgery,EX7 0PQ,https://www.nhs.uk/services/gp-surgery/the-warren-surgery/L83005001
Christow Surgery,EX6 7NY,https://www.nhs.uk/services/gp-surgery/christow-surgery/L83098002
Dartmouth Medical Practice,TQ6 0JL,https://www.nhs.uk/services/gp-surgery/dartmouth-medical-practice/L83094
The New Hall Lane Practice,PR1 5NE,https://www.nhs.uk/services/gp-surgery/the-new-hall-lane-practice/P81071
Ribbleton Medical Centre,PR2 6RD,https://www.nhs.uk/services/gp-surgery/ribbleton-medical-centre/P81184
High Street Surgery,BB1 4LD,https://www.nhs.uk/services/gp-surgery/high-street-surgery/P81730001
Shefford Health Centre,SG17 5FS,https://www.nhs.uk/services/gp-surgery/shefford-health-centre/E81033
Hambledon Surgery,PO7 4RX,https://www.nhs.uk/services/gp-surgery/hambledon-surgery/J82119001
The Grange Surgery,GU31 4JR,https://www.nhs.uk/services/gp-surgery/the-grange-surgery/J82201
Chineham Medical Practice,RG24 8ND,https://www.nhs.uk/services/gp-surgery/chineham-medical-practice/J82218
Riverside Partnership,GU33 7AD,https://www.nhs.uk/services/gp-surgery/riverside-partnership/J82633
Victoria Road Surgery,BN11 1XE,https://www.nhs.uk/services/gp-surgery/victoria-road-surgery/H82041
Health Central Surgery,BN11 1HE,https://www.nhs.uk/services/gp-surgery/health-central-surgery/H82045003
Willow Green Surgery,BN16 3AH,https://www.nhs.uk/services/gp-surgery/willow-green-surgery/H82059
Ball Tree Surgery - Kingfisher Branch,BN15 9AX,https://www.nhs.uk/services/gp-surgery/ball-tree-surgery-kingfisher-branch/H82065001
The Orchard Surgery,BN15 9AG,https://www.nhs.uk/services/gp-surgery/the-orchard-surgery/H82096
York Medical Group,YO24 4HD,https://www.nhs.uk/services/gp-surgery/york-medical-group/B82083
Jorvik Gillygate Practice,YO1 7NP,https://www.nhs.uk/services/gp-surgery/jorvik-gillygate-practice/B82098
Park View Surgery,YO10 3AB,https://www.nhs.uk/services/gp-surgery/park-view-surgery/B82005007
Lavender Grove Surgery,YO26 5RX,https://www.nhs.uk/services/gp-surgery/lavender-grove-surgery/B82005002
Tang Hall Lane Surgery,YO10 3RL,https://www.nhs.uk/services/gp-surgery/tang-hall-lane-surgery/B82005006
South Brent Health Centre,TQ10 9HT,https://www.nhs.uk/services/gp-surgery/south-brent-health-centre/L83075
Imperial Surgery,EX8 1DQ,https://www.nhs.uk/services/gp-surgery/imperial-surgery/L83628
Haldon House Surgery,EX8 1DQ,https://www.nhs.uk/services/gp-surgery/haldon-house-surgery/L83136
Rolle Medical Partnership,EX8 2JF,https://www.nhs.uk/services/gp-surgery/rolle-medical-partnership/L83053
Claremont Medical Practice,EX8 2JF,https://www.nhs.uk/services/gp-surgery/claremont-medical-practice/L83056
Avenham Surgery,PR1 3RG,https://www.nhs.uk/services/gp-surgery/avenham-surgery/P81770
The Weavers Practice,BB1 4LA,https://www.nhs.uk/services/gp-surgery/the-weavers-practice/P81755
Great Harwood Surgery,BB1 4LA,https://www.nhs.uk/services/gp-surgery/great-harwood-surgery/S0O9H
Kildonan House,BL6 5NW,https://www.nhs.uk/services/gp-surgery/kildonan-house/P82003
Coppull Medical Practice,PR7 5EN,https://www.nhs.uk/services/gp-surgery/coppull-medical-practice/P81033
Acle Medical Partnership,NR13 3RA,https://www.nhs.uk/services/gp-surgery/acle-medical-partnership/D82104
Fleggburgh Surgery,NR29 3AW,https://www.nhs.uk/services/gp-surgery/fleggburgh-surgery/D82600
Living Well Partnership Botley,SO32 2UG,https://www.nhs.uk/services/gp-surgery/living-well-partnership-botley/S6D0Z
ESP Hub,SO32 2UG,https://www.nhs.uk/services/gp-surgery/esp-hub/Y05861
Solent GP- Portswood,SO17 2GD,https://www.nhs.uk/services/gp-surgery/solent-gp-portswood/J82024002
Lordshill Health Centre,SO16 8HY,https://www.nhs.uk/services/gp-surgery/lordshill-health-centre/J82002
Hedge End Medical Centre,SO30 4FQ,https://www.nhs.uk/services/gp-surgery/hedge-end-medical-centre/J82089
Worthing Medical Group,BN11 4BS,https://www.nhs.uk/services/gp-surgery/worthing-medical-group/H82045
Coppice Surgery,BN16 3BE,https://www.nhs.uk/services/gp-surgery/coppice-surgery/H82014
"York Medical Group, Monkgate",YO31 7PB,https://www.nhs.uk/services/gp-surgery/york-medical-group-monkgate/B82083002
"York Medical Group, York St John University ",YO31 7EX,https://www.nhs.uk/services/gp-surgery/york-medical-group-york-st-john-university/B82083001
Underhill Surgery,EX8 5HH,https://www.nhs.uk/services/gp-surgery/underhill-surgery/L83056001
"Edgworth Medical Centre - Dr Leach, Dr Bakht and Dr Tanoli",BL7 0DU,https://www.nhs.uk/services/gp-surgery/edgworth-medical-centre-dr-leach-dr-bakht-and-dr-tanoli/P82034001
Blofield Surgery,NR13 4PL,https://www.nhs.uk/services/gp-surgery/blofield-surgery/D82080
Brundall Medical Partnership,NR13 5RP,https://www.nhs.uk/services/gp-surgery/brundall-medical-partnership/D82032
Ludham And Stalham Green Surgeries,NR29 5AB,https://www.nhs.uk/services/gp-surgery/ludham-and-stalham-green-surgeries/D82028
Dr Timms & Partners,NR13 3AR,https://www.nhs.uk/services/gp-surgery/dr-timms-and-partners/D82104001
Martham Health Centre,NR29 4QG,https://www.nhs.uk/services/gp-surgery/martham-health-centre/D82058002
Ladies Walk Practice,SO18 5TS,https://www.nhs.uk/services/gp-surgery/ladies-walk-practice/J82622002
West End Road Surgery,SO18 6TG,https://www.nhs.uk/services/gp-surgery/west-end-road-surgery/J82040
Alma Road Surgery,SO14 6UX,https://www.nhs.uk/services/gp-surgery/alma-road-surgery/J82122
Peartree Practice - Bitterne Branch,SO19 4AA,https://www.nhs.uk/services/gp-surgery/peartree-practice-bitterne-branch/J82101001
Westbury Group Practice,BA13 3FQ,https://www.nhs.uk/services/gp-surgery/westbury-group-practice/J83040
St Chads Surgery,BA3 2UH,https://www.nhs.uk/services/gp-surgery/st-chads-surgery/L81025
Bishops Castle Medical Practice,SY9 5ER,https://www.nhs.uk/services/gp-surgery/bishops-castle-medical-practice/M82033
Teldoc,TF3 2JZ,https://www.nhs.uk/services/gp-surgery/teldoc/Y01929
Holliwell Practice,TF3 2BH,https://www.nhs.uk/services/gp-surgery/holliwell-practice/M82057002
The Clayton Medical Ctr.,BB5 5HU,https://www.nhs.uk/services/gp-surgery/the-clayton-medical-ctr/P81218
Peel House Medical Practice - Baxenden Branch Site,BB5 2PZ,https://www.nhs.uk/services/gp-surgery/peel-house-medical-practice-baxenden-branch-site/P81036001
Great Harwood Medical Group,BB6 7QR,https://www.nhs.uk/services/gp-surgery/great-harwood-medical-group/P81730
Coastal Villages Practice,NR29 3RW,https://www.nhs.uk/services/gp-surgery/coastal-villages-practice/D82058
Salhouse Village Hall,NR13 6RH,https://www.nhs.uk/services/gp-surgery/salhouse-village-hall/D82025001
Heathgate Medical Practice,NR14 7AH,https://www.nhs.uk/services/gp-surgery/heathgate-medical-practice/D82078001
Somerton House Surgery,BA3 2QE,https://www.nhs.uk/services/gp-surgery/somerton-house-surgery/L81101
Fordington Surgery,DT1 1LD,https://www.nhs.uk/services/gp-surgery/fordington-surgery/J81626
Hope House Surgery,BA3 3EP,https://www.nhs.uk/services/gp-surgery/hope-house-surgery/L81010
Atrium Health Centre,DT1 1QR,https://www.nhs.uk/services/gp-surgery/atrium-health-centre/J81068
Hollinswood Surgery,TF3 2EW,https://www.nhs.uk/services/gp-surgery/hollinswood-surgery/M82057
Marden Medical Practice,SY2 6DL,https://www.nhs.uk/services/gp-surgery/marden-medical-practice/M82047
Marysville Medical Pract,SY3 7QR,https://www.nhs.uk/services/gp-surgery/marysville-medical-pract/M82040
Wellington Medical Practice,TF1 1PZ,https://www.nhs.uk/services/gp-surgery/wellington-medical-practice/M82039
Teldoc Towergate House,TF3 4LY,https://www.nhs.uk/services/gp-surgery/teldoc-towergate-house/N2B1J
The Weavers Practice (Great Harwood Health Centre),BB6 7QR,https://www.nhs.uk/services/gp-surgery/the-weavers-practice-great-harwood-health-centre/I9P2G
High Oak Surgery,DY5 1RU,https://www.nhs.uk/services/gp-surgery/high-oak-surgery/Y02653
Halesowen Medical Practice,B63 4WD,https://www.nhs.uk/services/gp-surgery/halesowen-medical-practice/M87602
Lapworth Surgery,B94 6LH,https://www.nhs.uk/services/gp-surgery/lapworth-surgery/M84620
Hollywood Medical Centre,B47 5DP,https://www.nhs.uk/services/gp-surgery/hollywood-medical-centre/M81064
Queens Avenue Surgery,DT1 2EW,https://www.nhs.uk/services/gp-surgery/queens-avenue-surgery/J81016
Broadchalke Surgery,SP5 5EL,https://www.nhs.uk/services/gp-surgery/broadchalke-surgery/J81083001
Pontesbury & Worthen Medical Practice,SY5 0RF,https://www.nhs.uk/services/gp-surgery/pontesbury-and-worthen-medical-practice/M82030
Frankley Health Centre,B45 0EU,https://www.nhs.uk/services/gp-surgery/frankley-health-centre/M81062
Cradley Road Medical Practice,B64 6AG,https://www.nhs.uk/services/gp-surgery/cradley-road-medical-practice/M87024002
GPS Healthcare - Village Surgery,B90 4JA,https://www.nhs.uk/services/gp-surgery/gps-healthcare-village-surgery/M89003005
Grange Hill Surgery,B38 8RF,https://www.nhs.uk/services/gp-surgery/grange-hill-surgery/M85056001
West Heath Surgery,B31 3HB,https://www.nhs.uk/services/gp-surgery/west-heath-surgery/M85007
Hollymoor Medical Centre,B31 5ER,https://www.nhs.uk/services/gp-surgery/hollymoor-medical-centre/M85076
Alexandra Medical Centre,B63 3UH,https://www.nhs.uk/services/gp-surgery/alexandra-medical-centre/M87623
Hillmeads Medical Centre,B38 9NE,https://www.nhs.uk/services/gp-surgery/hillmeads-medical-centre/M85136001
The Charnwood Practice,LE5 3GH,https://www.nhs.uk/services/gp-surgery/the-charnwood-practice/C82667
Heron GP Practice,LE5 3GH,https://www.nhs.uk/services/gp-surgery/heron-gp-practice/Y02469
Highfields Medical Centre,LE5 3GH,https://www.nhs.uk/services/gp-surgery/highfields-medical-centre/C82642
Hedena Health Ltd at Marston Pharmacy,OX3 0JR,https://www.nhs.uk/services/gp-surgery/hedena-health-ltd-at-marston-pharmacy/K84009003
Manor Surgery,OX3 9BP,https://www.nhs.uk/services/gp-surgery/manor-surgery/K84044
Summertown Health Centre,OX2 7BS,https://www.nhs.uk/services/gp-surgery/summertown-health-centre/K84011
Dickens Heath MC (Solihull Healthcare Partnership),B90 1SD,https://www.nhs.uk/services/gp-surgery/dickens-heath-mc-solihull-healthcare-partnership/M89017006
Kings Norton Surgery,B38 8QS,https://www.nhs.uk/services/gp-surgery/kings-norton-surgery/M85600
Downing Drive Surgery (Ajj Bentley),LE5 6LP,https://www.nhs.uk/services/gp-surgery/downing-drive-surgery-ajj-bentley/C82030
Swingbridge Surgery,NG31 7XT,https://www.nhs.uk/services/gp-surgery/swingbridge-surgery/C83008
Parker Drive Surgery,LE4 0JF,https://www.nhs.uk/services/gp-surgery/parker-drive-surgery/C82018
Hedena Health,OX3 9JA,https://www.nhs.uk/services/gp-surgery/hedena-health/K84009
Banbury Road Medical Centre,OX2 7BT,https://www.nhs.uk/services/gp-surgery/banbury-road-medical-centre/K84021
Church Street Practice,OX12 9BN,https://www.nhs.uk/services/gp-surgery/church-street-practice/K84033
Chase Meadow Health Centre,CV34 6JY,https://www.nhs.uk/services/gp-surgery/chase-meadow-health-centre/M84063
Budbrooke Medical Centre,CV35 8SA,https://www.nhs.uk/services/gp-surgery/budbrooke-medical-centre/M84069
The Three Shires Medical Practice - Marshfield,SN14 8NQ,https://www.nhs.uk/services/gp-surgery/the-three-shires-medical-practice-marshfield/L81029006
Kennedy Way Surgery,BS37 4AA,https://www.nhs.uk/services/gp-surgery/kennedy-way-surgery/L81042
West Walk Surgery,BS37 4AX,https://www.nhs.uk/services/gp-surgery/west-walk-surgery/L81047
Roding Lane North Branch Surgery,IG8 8NR,https://www.nhs.uk/services/gp-surgery/roding-lane-north-branch-surgery/F86691001
The Fullwell Avenue Surgery,IG5 0SB,https://www.nhs.uk/services/gp-surgery/the-fullwell-avenue-surgery/F86612
Roding Valley Medical Centre,IG8 7JQ,https://www.nhs.uk/services/gp-surgery/roding-valley-medical-centre/F86018002
The Practice Beaumont Leys,LE4 0UZ,https://www.nhs.uk/services/gp-surgery/the-practice-beaumont-leys/C82624
Bakersfield Medical Centre,NG3 7EJ,https://www.nhs.uk/services/gp-surgery/bakersfield-medical-centre/C84693
Jubilee Park Medical Partnership,NG4 3DQ,https://www.nhs.uk/services/gp-surgery/jubilee-park-medical-partnership/C84613
Park House Medical Centre,NG4 3DQ,https://www.nhs.uk/services/gp-surgery/park-house-medical-centre/E0N9D
Newbury Street Practice,OX12 9BN,https://www.nhs.uk/services/gp-surgery/newbury-street-practice/K84019
Hedena Health Ltd at Barton Surgery,OX3 9LS,https://www.nhs.uk/services/gp-surgery/hedena-health-ltd-at-barton-surgery/K84009001
Wolvercote Surgery,OX2 8PE,https://www.nhs.uk/services/gp-surgery/wolvercote-surgery/K84011002
Morland House Surgery,OX33 1DP,https://www.nhs.uk/services/gp-surgery/morland-house-surgery/K84014
Courtside Surgery,BS37 4DQ,https://www.nhs.uk/services/gp-surgery/courtside-surgery/L81024
Dr Garrett T & Partners,BS31 3HQ,https://www.nhs.uk/services/gp-surgery/dr-garrett-t-and-partners/L81045001
Frome Valley Medical Centre,BS36 2DE,https://www.nhs.uk/services/gp-surgery/frome-valley-medical-centre/L81014
West View Surgery,BS31 1BX,https://www.nhs.uk/services/gp-surgery/west-view-surgery/L81073
Temple House Practice,BS31 1AF,https://www.nhs.uk/services/gp-surgery/temple-house-practice/L81064
Riverside Surgery,BS4 4WW,https://www.nhs.uk/services/gp-surgery/riverside-surgery/L81033001
Marks Gate Health Centre,RM6 5LL,https://www.nhs.uk/services/gp-surgery/marks-gate-health-centre/F82604
The Broadway Surgery,IG8 0HF,https://www.nhs.uk/services/gp-surgery/the-broadway-surgery/F86013
Maynard Court Surgery,EN9 3DU,https://www.nhs.uk/services/gp-surgery/maynard-court-surgery/F81725
North Street Medical Care,RM1 4QJ,https://www.nhs.uk/services/gp-surgery/north-street-medical-care/F82009
Clayhall Clinic,IG5 0LG,https://www.nhs.uk/services/gp-surgery/clayhall-clinic/F86691
"York Medical Group, 32 Clifton",YO30 6AE,https://www.nhs.uk/services/gp-surgery/york-medical-group-32-clifton/B82083004
Zaman,WN3 5HL,https://www.nhs.uk/services/gp-surgery/zaman/P92005
Kumar Family Practice,WN3 5HL,https://www.nhs.uk/services/gp-surgery/kumar-family-practice/P92024
Shakespeare Surgery,WN3 5HL,https://www.nhs.uk/services/gp-surgery/shakespeare-surgery/P92653
Castlecroft Medical Practice,WV3 8JN,https://www.nhs.uk/services/gp-surgery/castlecroft-medical-practice/M92008
Tettenhall Medical Practice,WV6 8NF,https://www.nhs.uk/services/gp-surgery/tettenhall-medical-practice/M92010001
Wellington Road Surgery,BS37 5UY,https://www.nhs.uk/services/gp-surgery/wellington-road-surgery/L81642
Dr Gupta,RM7 8BU,https://www.nhs.uk/services/gp-surgery/dr-gupta/F82610
Marus Bridge Practice,WN3 5HL,https://www.nhs.uk/services/gp-surgery/marus-bridge-practice/P92642
Hawkley Brook Medical Practice,WN3 5HL,https://www.nhs.uk/services/gp-surgery/hawkley-brook-medical-practice/P92647
Westleigh Medical Centre,WN7 5JE,https://www.nhs.uk/services/gp-surgery/westleigh-medical-centre/P92029001
Westleigh Medical Practice,WN7 5JE,https://www.nhs.uk/services/gp-surgery/westleigh-medical-centre/P92029001
Lowton & Platt Bridge Surgery,WA3 2AQ,https://www.nhs.uk/services/gp-surgery/lowton-and-platt-bridge-surgery/P92651
Russell House Surgery,WV8 1PE,https://www.nhs.uk/services/gp-surgery/russell-house-surgery/M83031
Dale Medical Practice,WV5 8DX,https://www.nhs.uk/services/gp-surgery/dale-medical-practice/M83093
Bilbrook Medical Centre,WV8 1DX,https://www.nhs.uk/services/gp-surgery/bilbrook-medical-centre/M83097
Haslingden Healthcare Ltd,BB4 5SL,https://www.nhs.uk/services/gp-surgery/haslingden-healthcare-ltd/P81099
Valens Medical Partnership,NE61 1BJ,https://www.nhs.uk/services/gp-surgery/valens-medical-partnership/A84036
Newbiggin Health Centre,NE64 6NS,https://www.nhs.uk/services/gp-surgery/newbiggin-health-centre/A84036001
Seaton Park Medical Group-Newbiggin Branch,NE64 6NS,https://www.nhs.uk/services/gp-surgery/seaton-park-medical-group-newbiggin-branch/A84028002
Old School House Surgery,SN8 3PF,https://www.nhs.uk/services/gp-surgery/old-school-house-surgery/J83615
Southbroom Surgery,SN10 1LQ,https://www.nhs.uk/services/gp-surgery/southbroom-surgery/J83049
Leigh Sports Village,WN7 4JY,https://www.nhs.uk/services/gp-surgery/leigh-sports-village/Y02886
Kadiyala V,WA3 2BZ,https://www.nhs.uk/services/gp-surgery/kadiyala-v/P92002001
Hazelvalley Family Practice,BB4 5SL,https://www.nhs.uk/services/gp-surgery/hazelvalley-family-practice/P81212
Rossendale Valley Medical Practice,BB4 5SL,https://www.nhs.uk/services/gp-surgery/rossendale-valley-medical-practice/P81686
St James' Medical Centre,BB4 8HH,https://www.nhs.uk/services/gp-surgery/st-james-medical-centre/P81003
Fairmore Medical Practice,BB4 7PL,https://www.nhs.uk/services/gp-surgery/fairmore-medical-practice/Y02606
Ilex View Medical Practice,BB4 7PL,https://www.nhs.uk/services/gp-surgery/ilex-view-medical-practice/P81118
Seaton Park Medical Group,NE63 0NG,https://www.nhs.uk/services/gp-surgery/seaton-park-medical-group/A84028
The Rothbury Practice,NE65 7UW,https://www.nhs.uk/services/gp-surgery/the-rothbury-practice/A84002
GuidePost Medical Group,NE62 5RA,https://www.nhs.uk/services/gp-surgery/guidepost-medical-group/A84020
The Gables Medical Group,NE22 7DU,https://www.nhs.uk/services/gp-surgery/the-gables-medical-group/A84013
The Gables Medical Group ,NE24 1QS,https://www.nhs.uk/services/gp-surgery/the-gables-medical-group/A84013001
St. James Surgery,SN10 1QU,https://www.nhs.uk/services/gp-surgery/st-james-surgery/J83053
Lansdowne Surgery,SN10 2BU,https://www.nhs.uk/services/gp-surgery/lansdowne-surgery/J83034
Kennet and Avon Medical Partnership,SN8 4BY,https://www.nhs.uk/services/gp-surgery/kennet-and-avon-medical-partnership/J83037
Hawkinge and Elham,CT4 6UH,https://www.nhs.uk/services/gp-surgery/hawkinge-and-elham/G82165
Church Road,CT18 8HY,https://www.nhs.uk/services/gp-surgery/church-road/G82652
New Lyminge Surgery,CT18 8NS,https://www.nhs.uk/services/gp-surgery/new-lyminge-surgery/G82684
Linden Road Surgery,MK40 2DQ,https://www.nhs.uk/services/gp-surgery/linden-road-surgery/E81060
The Limes Surgery,EN11 8EP,https://www.nhs.uk/services/gp-surgery/the-limes-surgery/E82006
Chapel Street Surgery,CM12 9LR,https://www.nhs.uk/services/gp-surgery/chapel-street-surgery/F81104
Amwell Surgery,EN11 8FG,https://www.nhs.uk/services/gp-surgery/amwell-surgery/E82061
Station House Surgery,LA9 6SA,https://www.nhs.uk/services/gp-surgery/station-house-surgery/A82027
Cartmel Surgery,LA11 6PH,https://www.nhs.uk/services/gp-surgery/cartmel-surgery/A82647
Bedlingtonshire Med.Group,NE22 6JX,https://www.nhs.uk/services/gp-surgery/bedlingtonshire-med-group/A84005
Embleton Surgery,NE66 3XZ,https://www.nhs.uk/services/gp-surgery/embleton-surgery/A84006003
Hawkinge And Elham,CT18 7BP,https://www.nhs.uk/services/gp-surgery/hawkinge-and-elham/G82165001
White House Surgery,CT19 4PU,https://www.nhs.uk/services/gp-surgery/white-house-surgery/G82069
The New Surgery,CT19 5SR,https://www.nhs.uk/services/gp-surgery/the-new-surgery/G82086
Guildhall Street Surgery,CT20 1EJ,https://www.nhs.uk/services/gp-surgery/guildhall-street-surgery/G82091
Manor Clinic,CT20 2SE,https://www.nhs.uk/services/gp-surgery/manor-clinic/G82232
Cauldwell Medical Centre,MK42 9DJ,https://www.nhs.uk/services/gp-surgery/cauldwell-medical-centre/E81030
Larksfield and Arlesey Medical Practice,SG5 4HB,https://www.nhs.uk/services/gp-surgery/larksfield-and-arlesey-medical-practice/E81022
Ashburnham Road Surgery,MK40 1DS,https://www.nhs.uk/services/gp-surgery/ashburnham-road-surgery/E81615
Longstanton Branch Surgery,CB24 3EG,https://www.nhs.uk/services/gp-surgery/longstanton-branch-surgery/D81084002
Harston Surgery,CB22 7NP,https://www.nhs.uk/services/gp-surgery/harston-surgery/D81058
Hailey View Surgery,EN11 9FF,https://www.nhs.uk/services/gp-surgery/hailey-view-surgery/E82088
Thaxted Surgery,CM6 2QN,https://www.nhs.uk/services/gp-surgery/thaxted-surgery/F81131
Owls Hill Surgery,CM3 2PW,https://www.nhs.uk/services/gp-surgery/owls-hill-surgery/F81030002
Straight Road Surgery,RM3 7JJ,https://www.nhs.uk/services/gp-surgery/straight-road-surgery/F82671
Ingrebourne Medical Centre,RM3 7JJ,https://www.nhs.uk/services/gp-surgery/ingrebourne-medical-centre/F82648
Haverthwaite Surgery,LA12 8QF,https://www.nhs.uk/services/gp-surgery/haverthwaite-surgery/A82650
Staveley Surgery,LA8 9NG,https://www.nhs.uk/services/gp-surgery/staveley-surgery/A82070001
Sedbergh Medical Practice,LA10 5DL,https://www.nhs.uk/services/gp-surgery/sedbergh-medical-practice/A82608
Thornhill Surgery,SO19 6PJ,https://www.nhs.uk/services/gp-surgery/thornhill-surgery/J82040001
Homeless Healthcare Team,SO14 0LT,https://www.nhs.uk/services/gp-surgery/homeless-healthcare-team/J82217
Park View Surgery,PR1 3NA,https://www.nhs.uk/services/gp-surgery/park-view-surgery/P81046
Moss Side Medical Centre,PR26 7XL,https://www.nhs.uk/services/gp-surgery/moss-side-medical-centre/P81186
"Unsworth Group Practice, Blackrod",BL6 5EQ,https://www.nhs.uk/services/gp-surgery/unsworth-group-practice-blackrod/P82015001
Sandgate Road,CT20 2HN,https://www.nhs.uk/services/gp-surgery/sandgate-road/G82121
