gp,nhs_url,url
Vale of Red Horse,https://www.nhs.uk/services/gp-surgery/vale-of-red-horse/M84062,http://www.kinetonsurgery.org.uk
Deddington Health Centre,https://www.nhs.uk/services/gp-surgery/deddington-health-centre/K84055,http://www.deddingtonsurgery.co.uk
Bloxham Surgery,https://www.nhs.uk/services/gp-surgery/bloxham-surgery/K84058,http://www.bloxhamsurgery.co.uk
Hightown Surgery,https://www.nhs.uk/services/gp-surgery/hightown-surgery/K84059,http://www.hightownsurgery.co.uk/
Horsefair Surgery,https://www.nhs.uk/services/gp-surgery/horsefair-surgery/K84028003,notfound
Holburne Road Surgery,https://www.nhs.uk/services/gp-surgery/holburne-road-surgery/G83067002,http://valentinehealth.org.uk
Dr DP Shah's Practice,https://www.nhs.uk/services/gp-surgery/dr-dp-shah-s-practice/F82679,http://www.parkviewmedicalcentreessex.nhs.uk/
E16 Health - Pontoon Dock,https://www.nhs.uk/services/gp-surgery/e16-health-pontoon-dock/Y02928001,https://www.newhampractice.co.uk/
Werrington Health Centre,https://www.nhs.uk/services/gp-surgery/werrington-health-centre/D81023002,https://www.pastonhealthcentre.nhs.uk/
Woodford Branch Surgery,https://www.nhs.uk/services/gp-surgery/woodford-branch-surgery/K83028001,http://www.spinneybrookmedcentre.co.uk/
Jenner Healthcare,https://www.nhs.uk/services/gp-surgery/jenner-healthcare/D81022,http://www.jennerhealthcare.co.uk
Hodgson Medical Practice,https://www.nhs.uk/services/gp-surgery/hodgson-medical-practice/A2L1B,notfound
Brese Avenue Surgery,https://www.nhs.uk/services/gp-surgery/brese-avenue-surgery/M84028001,http://www.priorymed.nhs.uk/
Arden House Medical Practice,https://www.nhs.uk/services/gp-surgery/arden-house-medical-practice/C81634,notfound
Banbury Cross Health Centre,https://www.nhs.uk/services/gp-surgery/banbury-cross-health-centre/K84028,http://banburycrosshealthcentre.co.uk
Windrush Surgery,https://www.nhs.uk/services/gp-surgery/windrush-surgery/K84024,notfound
Bradley Arcade Branch Surgery,https://www.nhs.uk/services/gp-surgery/bradley-arcade-branch-surgery/K84024002,notfound
Banbury Cross Health Centre @ Hardwick,https://www.nhs.uk/services/gp-surgery/banbury-cross-health-centre-@-hardwick/K84028001,http://www.banburycrosshealthcentre.co.uk
Cropredy Surgery,https://www.nhs.uk/services/gp-surgery/cropredy-surgery/K84056,http://www.cropredy-surgery.co.uk
South Hornchurch Medical Practice,https://www.nhs.uk/services/gp-surgery/south-hornchurch-medical-practice/F82607,https://www.southhornchurchmedicalpractice.co.uk/
Crayford Town Surgery,https://www.nhs.uk/services/gp-surgery/crayford-town-surgery/G83642,https://www.crayfordtownsurgery.nhs.uk/
Dr A Arif,https://www.nhs.uk/services/gp-surgery/dr-a-arif/F86040,http://www.longbridgepractice.co.uk
Parsloes Avenue,https://www.nhs.uk/services/gp-surgery/parsloes-avenue/F82660001,notfound
St. Bartholomews Surgery,https://www.nhs.uk/services/gp-surgery/st-bartholomews-surgery/F84010,failed
Fenland Group Practice,https://www.nhs.uk/services/gp-surgery/fenland-group-practice/D81611,https://www.fenlandgrouppractice.nhs.uk/
Newborough Primary Care Centre,https://www.nhs.uk/services/gp-surgery/newborough-primary-care-centre/D81618001,http://www.ailsworthsurgery.co.uk/
Arbury Road Surgery,https://www.nhs.uk/services/gp-surgery/arbury-road-surgery/D81016,http://www.arburyroadsurgery.nhs.uk
Stretham Surgery,https://www.nhs.uk/services/gp-surgery/stretham-surgery/D81062001,"http://www.haddenhamsurgery.nhs.uk/welcome,46452.htm"
Church View Surgery,https://www.nhs.uk/services/gp-surgery/church-view-surgery/B86016001,https://www.shaftesbury-churchview.co.uk
Old Mill And Millgates Medical Practice,https://www.nhs.uk/services/gp-surgery/old-mill-and-millgates-medical-practice/D82036,http://www.oldmillandmillgatessurgery.nhs.uk/
The Beaches Medical Centre - Hopton Branch,https://www.nhs.uk/services/gp-surgery/the-beaches-medical-centre-hopton-branch/D82003002,https://www.thebeachesmedicalcentre.co.uk
Spixworth Medical Practice,https://www.nhs.uk/services/gp-surgery/spixworth-medical-practice/D82062001,http://www.coltishallsurgery.nhs.uk/
Coltishall Medical Practice,https://www.nhs.uk/services/gp-surgery/coltishall-medical-practice/D82062,http://www.coltishallsurgery.nhs.uk/
Old Hill Medical Centre,https://www.nhs.uk/services/gp-surgery/old-hill-medical-centre/M88016,http://www.thepracticeoldhill.co.uk/
at Medics - The Loxford Practice,https://www.nhs.uk/services/gp-surgery/at-medics-the-loxford-practice/Y02987,http://www.loxfordgp.co.uk
Keelinge House,https://www.nhs.uk/services/gp-surgery/keelinge-house/M87601,https://www.keelingehousesurgery.co.uk/
Gravel Hill Surgery,https://www.nhs.uk/services/gp-surgery/gravel-hill-surgery/H83028001,https://www.addingtonmedicalpractice.co.uk
Anchor Medical Practice,https://www.nhs.uk/services/gp-surgery/anchor-medical-practice/M87028,notfound
Links Medical Practice,https://www.nhs.uk/services/gp-surgery/links-medical-practice/M87617,http://www.linksmedical.co.uk
Lawson Road Surgery,https://www.nhs.uk/services/gp-surgery/lawson-road-surgery/D82076,https://www.lawsonroadsurgery.co.uk
Lower Gornal Medical Practice,https://www.nhs.uk/services/gp-surgery/lower-gornal-medical-practice/M87015,http://www.lowergornalmedicalpractice.nhs.uk
Castle Partnership,https://www.nhs.uk/services/gp-surgery/castle-partnership/D82011,http://www.castle-partnership.co.uk
Magdalen Medical Practice,https://www.nhs.uk/services/gp-surgery/magdalen-medical-practice/D82012,http://www.magdalenmedical.nhs.uk
Gurney Surgery,https://www.nhs.uk/services/gp-surgery/gurney-surgery/D82011001,http://www.castle-partnership.co.uk
Pemberton Surgery,https://www.nhs.uk/services/gp-surgery/pemberton-surgery/P92019,http://www.pembertonsurgery.co.uk
Norwich Practices Health Centre,https://www.nhs.uk/services/gp-surgery/norwich-practices-health-centre/Y02751,http://nplhealthcentre.co.uk
Newtown Medical Practice,https://www.nhs.uk/services/gp-surgery/newtown-medical-practice/P92021,notfound
Dr Vasanth,https://www.nhs.uk/services/gp-surgery/dr-vasanth/P92635,http://www.drvasanth.com
Trumpington Street Medical Practice,https://www.nhs.uk/services/gp-surgery/trumpington-street-medical-practice/D81013,http://www.trumpingtonstreetmedicalpractice.co.uk/
King Street Medical Centre,https://www.nhs.uk/services/gp-surgery/king-street-medical-centre/P89022,http://www.kingstreetmedicalcentre.co.uk/
Dr Carragher and Neal and Akhtar,https://www.nhs.uk/services/gp-surgery/dr-carragher-and-neal-and-akhtar/E81061,notfound
Elm Lane Surgery,https://www.nhs.uk/services/gp-surgery/elm-lane-surgery/C88049,http://www.elmlanesurgery.com
Royal Primary Care - Holme Hall,https://www.nhs.uk/services/gp-surgery/royal-primary-care-holme-hall/C81045001,https://www.rpcchesterfield.co.uk
The Flowers Health Centre,https://www.nhs.uk/services/gp-surgery/the-flowers-health-centre/C88008001,http://flowershealthcentre.nhs.uk
Crystal Peaks Medical Centre,https://www.nhs.uk/services/gp-surgery/crystal-peaks-medical-centre/C88648,http://www.crystalpeaksmc.co.uk
Meadowview Surgery,https://www.nhs.uk/services/gp-surgery/meadowview-surgery/P92626,notfound
Nelson St Surgery,https://www.nhs.uk/services/gp-surgery/nelson-st-surgery/Y02321001,https://www.ssphealth.com/our-practices/nelson-street-surgery
Beech Hill Medical Practice,https://www.nhs.uk/services/gp-surgery/beech-hill-medical-practice/P92010,http://www.beechhillmedical.co.uk
Bridge Street Medical Centre,https://www.nhs.uk/services/gp-surgery/bridge-street-medical-centre/D81037,http://www.bridgestreetmedicalcentre.com
Newnham Walk Surgery At Boots Cambridge,https://www.nhs.uk/services/gp-surgery/newnham-walk-surgery-at-boots-cambridge/D81005002,http://www.newnhamwalksurgery.nhs.uk/
Trumpington Medical Practice at Clay Farm,https://www.nhs.uk/services/gp-surgery/trumpington-medical-practice-at-clay-farm/D81013003,notfound
Trowbridge Health Centre,https://www.nhs.uk/services/gp-surgery/trowbridge-health-centre/J83016,http://www.trowbridgehealthcentre.co.uk/
Combe Down Branch Surgery,https://www.nhs.uk/services/gp-surgery/combe-down-branch-surgery/L81065001,http://www.combedownsurgery.co.uk
Cheddar Medical Centre,https://www.nhs.uk/services/gp-surgery/cheddar-medical-centre/L85011,http://www.chedmed.nhs.uk
Barnsley Road Surgery,https://www.nhs.uk/services/gp-surgery/barnsley-road-surgery/C88091,http://barnsleyroadsurgery.co.uk/
Foxhill Medical Centre,https://www.nhs.uk/services/gp-surgery/foxhill-medical-centre/C88009,https://www.foxhillmedicalcentre.co.uk/
The Emmett Carr GP Partnership,https://www.nhs.uk/services/gp-surgery/the-emmett-carr-gp-partnership/C81095001,https://www.emmettcarrgppartnership.com
The Valleys Medical Partnership,https://www.nhs.uk/services/gp-surgery/the-valleys-medical-partnership/C81002,http://www.mossvalleymedicalpractice.co.uk
Margetson Surgery,https://www.nhs.uk/services/gp-surgery/margetson-surgery/C88039001,http://www.ecclesfieldgp.co.uk
Wincobank Medical Centre,https://www.nhs.uk/services/gp-surgery/wincobank-medical-centre/C88047,http://www.wincobankmedicalcentre.co.uk/
Grange Park Health Centre,https://www.nhs.uk/services/gp-surgery/grange-park-health-centre/P81115001,https://www.bloomfieldmedicalcentre.co.uk
St Richards Road Surgery,https://www.nhs.uk/services/gp-surgery/st-richards-road-surgery/G82038,http://www.strichardsroadsurgery.nhs.uk
Balmoral Surgery,https://www.nhs.uk/services/gp-surgery/balmoral-surgery/G82036,failed
Northgate Medical Centre,https://www.nhs.uk/services/gp-surgery/northgate-medical-centre/N81080,http://www.northgatemedicalcentre.nhs.uk
Stable Fold Surgery,https://www.nhs.uk/services/gp-surgery/stable-fold-surgery/P82005,http://www.stablefoldsurgery.co.uk/
Marsh Green Medical Practice,https://www.nhs.uk/services/gp-surgery/marsh-green-medical-practice/Y02885,https://www.ssphealth.com/
Newton Drive Health Centre,https://www.nhs.uk/services/gp-surgery/newton-drive-health-centre/P81172,http://www.newtondrivehealthcentre.co.uk/
Chestfield Medical Centre,https://www.nhs.uk/services/gp-surgery/chestfield-medical-centre/G82071001,https://www.whitstablemedicalpractice.co.uk
Canterbury Medical Practice,https://www.nhs.uk/services/gp-surgery/canterbury-medical-practice/H0G3C,https://www.canterburymedicalpractice.nhs.uk/
Canterbury Health Centre,https://www.nhs.uk/services/gp-surgery/canterbury-health-centre/G82802,http://www.canterburyhealthcentre.co.uk
New Dover Road Surgery,https://www.nhs.uk/services/gp-surgery/new-dover-road-surgery/G82115,http://www.newdoverroadsurgery.co.uk
Addingham Surgery,https://www.nhs.uk/services/gp-surgery/addingham-surgery/B83620,https://www.addinghamsurgery.nhs.uk
I G Medical,https://www.nhs.uk/services/gp-surgery/i-g-medical/B83624,http://www.igmedical.co.uk/
Uni Of Herts Medical Centre,https://www.nhs.uk/services/gp-surgery/uni-of-herts-medical-centre/E82058001,notfound
Savita Medical Centre (Spencer Road),https://www.nhs.uk/services/gp-surgery/savita-medical-centre-spencer-road/E84681001,http://www.savitamedicalcentre.co.uk/
Amersham Health Centre,https://www.nhs.uk/services/gp-surgery/amersham-health-centre/K82004,http://www.amershamhealthcentre.co.uk
Ashfields Primary Care Centre,https://www.nhs.uk/services/gp-surgery/ashfields-primary-care-centre/N81032,http://www.sandbachgps.nhs.uk
Hungerford Medical Centre,https://www.nhs.uk/services/gp-surgery/hungerford-medical-centre/N81044,http://www.hungerfordmedicalcentre.nhs.uk/
Denmead Health Centre,https://www.nhs.uk/services/gp-surgery/denmead-health-centre/J82119,https://www.denmeaddoctorssurgery.co.uk
Ilkley & Wharfedale Medical Practice,https://www.nhs.uk/services/gp-surgery/ilkley-and-wharfedale-medical-practice/B83002,http://www.iwmp.co.uk
Silsden & Steeton Medical Practice,https://www.nhs.uk/services/gp-surgery/silsden-and-steeton-medical-practice/P9P5T,https://www.modalitypartnership.nhs.uk/silsden-surgery
Steeton Surgery,https://www.nhs.uk/services/gp-surgery/steeton-surgery/R3L9A,https://www.modalitypartnership.nhs.uk/steeton-surgery
Ling House Medical Centre,https://www.nhs.uk/services/gp-surgery/ling-house-medical-centre/B83008,https://www.linghousemedicalcentre.nhs.uk
Cross Hills Group Practice,https://www.nhs.uk/services/gp-surgery/cross-hills-group-practice/F0R7A,https://www.modalitypartnership.nhs.uk/cross-hills-group-practice
St Giles Surgery,https://www.nhs.uk/services/gp-surgery/st-giles-surgery/G85042,https://www.stgilessurgery.co.uk/
Water Meadow Surgery,https://www.nhs.uk/services/gp-surgery/water-meadow-surgery/K82037,http://www.watermeadowsurgery.co.uk
Northdown Road Surgery,https://www.nhs.uk/services/gp-surgery/northdown-road-surgery/E82002001,http://wraftonhousesurgery.co.uk/
Jai Medical Centre,https://www.nhs.uk/services/gp-surgery/jai-medical-centre/E83038,http://www.jaimedical.nhs.uk
The Circle Practice,https://www.nhs.uk/services/gp-surgery/the-circle-practice/E84004,https://www.thecirclepractice.co.uk
Belmont Health Centre,https://www.nhs.uk/services/gp-surgery/belmont-health-centre/X44470,http://www.belmonthealthcentre.co.uk/
Millview Surgery,https://www.nhs.uk/services/gp-surgery/millview-surgery/C84106,http://www.millviewsurgery.co.uk/
Upper Gordon Road Surgery,https://www.nhs.uk/services/gp-surgery/upper-gordon-road-surgery/H81075,https://www.uppergordonroadsurgery.co.uk
Giffard Drive Surgery,https://www.nhs.uk/services/gp-surgery/giffard-drive-surgery/J82015,http://www.giffarddrivesurgery.co.uk
Kings College Sanatorium,https://www.nhs.uk/services/gp-surgery/kings-college-sanatorium/L85023002,notfound
Taunton Vale Healthcare: Victoria Gate Site,https://www.nhs.uk/services/gp-surgery/taunton-vale-healthcare-victoria-gate-site/L85014001,http://www.tauntonvalehealthcare.co.uk/
College Way Surgery,https://www.nhs.uk/services/gp-surgery/college-way-surgery/L85021,http://www.collegewaysurgery.nhs.uk
French Weir Health Centre,https://www.nhs.uk/services/gp-surgery/french-weir-health-centre/L85001,https://www.frenchweirhealth.co.uk/
Greenwood and Wyncroft Surgery,https://www.nhs.uk/services/gp-surgery/greenwood-and-wyncroft-surgery/F81674,http://www.wyncroftsurgery.co.uk
North Chelmsford NHS HCC,https://www.nhs.uk/services/gp-surgery/north-chelmsford-nhs-hcc/Y02611,https://nchc.gpsurgery.net
Kingsway Surgery,https://www.nhs.uk/services/gp-surgery/kingsway-surgery/N84041,https://www.30kingswaysurgery.nhs.uk/
Greenwood Surgery,https://www.nhs.uk/services/gp-surgery/greenwood-surgery/Y00589,http://www.greenwoodsurgery.com
Dyneley House Surgery,https://www.nhs.uk/services/gp-surgery/dyneley-house-surgery/B82053,https://www.dyneleyhousesurgery.co.uk
Farfield Group Practice,https://www.nhs.uk/services/gp-surgery/farfield-group-practice/L0R8R,https://www.modalitypartnership.nhs.uk/farfield-group-practice
Crossflatts Surgery,https://www.nhs.uk/services/gp-surgery/crossflatts-surgery/B83014002,notfound
Jenner House Surgery,https://www.nhs.uk/services/gp-surgery/jenner-house-surgery/J82125,http://www.jennerhousesurgery.co.uk
Camberley Health Centre,https://www.nhs.uk/services/gp-surgery/camberley-health-centre/H81082,http://www.camberleyhealthcentre.nhs.uk
Anson Close Surgery,https://www.nhs.uk/services/gp-surgery/anson-close-surgery/F81170001,notfound
Ravenswood Medical Practice,https://www.nhs.uk/services/gp-surgery/ravenswood-medical-practice/Y01794,http://ravenswoodmedicalpractice.co.uk
Burlington Primary Care,https://www.nhs.uk/services/gp-surgery/burlington-primary-care/D83008,http://www.burlingtonprimarycare.co.uk/
Barrack Lane Medical Centre,https://www.nhs.uk/services/gp-surgery/barrack-lane-medical-centre/D83059,https://www.barracklane.co.uk
The Dome Surgery,https://www.nhs.uk/services/gp-surgery/the-dome-surgery/F81690001,notfound
The Long Melford Practice,https://www.nhs.uk/services/gp-surgery/the-long-melford-practice/D83014,http://www.longmelfordpractice.org.uk
Ramsbury Surgery,https://www.nhs.uk/services/gp-surgery/ramsbury-surgery/J83045,http://www.ramsburyandwanboroughsurgery.com
Kennet and Avon Medical Partnership,https://www.nhs.uk/services/gp-surgery/kennet-and-avon-medical-partnership/J83037,https://www.kamp.nhs.uk/
Huntington Surgery,https://www.nhs.uk/services/gp-surgery/huntington-surgery/B82080002,http://myhealthgroup.co.uk
Haxby Group Practice,https://www.nhs.uk/services/gp-surgery/haxby-group-practice/B82026,http://haxbygroup.co.uk/
"Haxby Group Practice, Huntington Surgery",https://www.nhs.uk/services/gp-surgery/haxby-group-practice-huntington-surgery/B82026002,http://haxbygroup.co.uk
"Haxby Group Practice, Stockton on the Forest Surgery",https://www.nhs.uk/services/gp-surgery/haxby-group-practice-stockton-on-the-forest-surgery/B82026003,http://haxbygroup.co.uk
Chadsmoor Medical Practice,https://www.nhs.uk/services/gp-surgery/chadsmoor-medical-practice/M83637,https://www.chadsmoormedicalpractice.nhs.uk/
Cheviot Road Surgery,https://www.nhs.uk/services/gp-surgery/cheviot-road-surgery/J82062,https://www.cheviotroadsurgery.nhs.uk/
Spcl Surgery,https://www.nhs.uk/services/gp-surgery/spcl-surgery/Y07819,notfound
Park Road Group Practice,https://www.nhs.uk/services/gp-surgery/park-road-group-practice/H81069,http://www.parkroadsurgery.co.uk
Hersham Surgery,https://www.nhs.uk/services/gp-surgery/hersham-surgery/H81065,https://www.hershamsurgery.nhs.uk/digital-practice-help/
Elvington Medical Practice (Dunnington),https://www.nhs.uk/services/gp-surgery/elvington-medical-practice-dunnington/B82081001,https://www.elvingtonmedicalpractice.co.uk
Dunnington Surgery,https://www.nhs.uk/services/gp-surgery/dunnington-surgery/B82080003,http://myhealthgroup.co.uk
Tockwith Surgery,https://www.nhs.uk/services/gp-surgery/tockwith-surgery/B82057002,https://www.springbanksurgery.co.uk
Hednesford Medical Practice,https://www.nhs.uk/services/gp-surgery/hednesford-medical-practice/M83033,http://www.hednesford-medical-practice.nhs.uk
My Health Group,https://www.nhs.uk/services/gp-surgery/my-health-group/B82080,http://myhealthgroup.co.uk
Hednesford Valley H/Ctr,https://www.nhs.uk/services/gp-surgery/hednesford-valley-h-ctr/M83048002,notfound
Dr Manickam & Partner,https://www.nhs.uk/services/gp-surgery/dr-manickam-and-partner/M83109,https://www.drmanickam-hednesford-valley.nhs.uk/
Moss Street Surgery,https://www.nhs.uk/services/gp-surgery/moss-street-surgery/M83139,http://www.mossstreetsurgery.nhs.uk
Zein-Elabdin Branch,https://www.nhs.uk/services/gp-surgery/zein-elabdin-branch/M83048001,http://www.thenilepractice.co.uk/
Cannock Practices Network Surgery,https://www.nhs.uk/services/gp-surgery/cannock-practices-network-surgery/Y05125,notfound
Woolston and Chartwell Partnership,https://www.nhs.uk/services/gp-surgery/woolston-lodge-surgery/J82076,http://www.woolstonlodge.co.uk
Old Fire Station Surgery,https://www.nhs.uk/services/gp-surgery/old-fire-station-surgery/B81051,notfound
Patrick House,https://www.nhs.uk/services/gp-surgery/patrick-house/J82217001,notfound
Telephone House Surgery,https://www.nhs.uk/services/gp-surgery/telephone-house-surgery/J82081002,http://www.stmaryssurgery.nhs.uk/
Cornerstone Surgery,https://www.nhs.uk/services/gp-surgery/cornerstone-surgery/P82627,http://www.cornerstonesurgery.nhs.uk
Bolton Community Practice,https://www.nhs.uk/services/gp-surgery/bolton-community-practice/Y03079,http://www.boltoncommunitypractice.nhs.uk/
Chillington Health Centre,https://www.nhs.uk/services/gp-surgery/chillington-health-centre/L83148,http://www.chillingtonsurgery.co.uk
Princetown Surgery,https://www.nhs.uk/services/gp-surgery/princetown-surgery/L83102001,notfound
Pinhoe Surgery,https://www.nhs.uk/services/gp-surgery/pinhoe-surgery/L83040,https://www.pbmp.uk
GRAFTON ROAD SURGERY,https://www.nhs.uk/services/gp-surgery/grafton-road-surgery/M89024,http://www.graftonrdsurgery.co.uk
Dr I Rasib & Partners,https://www.nhs.uk/services/gp-surgery/dr-i-rasib-and-partners/M83616,http://www.drrasibandpartners.nhs.uk
Dalefield Surgery,https://www.nhs.uk/services/gp-surgery/dalefield-surgery/P82010,http://www.dalefieldsurgery.nhs.uk
The Oaks Family Practice,https://www.nhs.uk/services/gp-surgery/the-oaks-family-practice/P82021,https://www.theoaksfamilypractice.co.uk
Crompton View Surgery,https://www.nhs.uk/services/gp-surgery/crompton-view-surgery/P82607,http://www.cromptonviewsurgery.co.uk
Norton Brook Medical Centre,https://www.nhs.uk/services/gp-surgery/norton-brook-medical-centre/L83059,http://www.nortonbrookmedicalcentre.co.uk
Bicton College of Agriculture,https://www.nhs.uk/services/gp-surgery/bicton-college-of-agriculture/L83011001,notfound
Wotter Medical Practice,https://www.nhs.uk/services/gp-surgery/wotter-medical-practice/L83100002,http://www.beaconmedicalgroup.nhs.uk/
Cranbrook Medical Practice,https://www.nhs.uk/services/gp-surgery/cranbrook-medical-practice/Y04662,https://www.cranbrookmedicalpractice.nhs.uk/
Broadclyst Surgery,https://www.nhs.uk/services/gp-surgery/broadclyst-surgery/L83040001,notfound
Redlands Primary Care,https://www.nhs.uk/services/gp-surgery/redlands-primary-care/L83127,https://www.redlandsprimarycare.nhs.uk/
Northwood Medical Centre,https://www.nhs.uk/services/gp-surgery/northwood-medical-centre/M85077,https://northwoodandalvechurch.gpsurgery.net/
Haslucks Green MC (Solihull Healthcare Partnership),https://www.nhs.uk/services/gp-surgery/haslucks-green-mc-solihull-healthcare-partnership/M89017004,https://solihullhealthcarepartnership.nhs.uk
Monkspath Surgery (Solihull Healthcare Partnership),https://www.nhs.uk/services/gp-surgery/monkspath-surgery-solihull-healthcare-partnership/M89017002,https://solihullhealthcarepartnership.nhs.uk
Stovell House Surgery,https://www.nhs.uk/services/gp-surgery/stovell-house-surgery/H83039,https://www.stovellhousesurgery.co.uk
Morland Road Surgery,https://www.nhs.uk/services/gp-surgery/morland-road-surgery/H83023,notfound
Northway Road Surgery,https://www.nhs.uk/services/gp-surgery/northway-road-surgery/H83008001,notfound
Doski Medical Practice,https://www.nhs.uk/services/gp-surgery/doski-medical-practice/M85730,https://leyhillsurgery.gpsurgery.net/
Carfax Medical Centre,https://www.nhs.uk/services/gp-surgery/carfax-medical-centre/O9F4T,https://www.kingswoodmedicalgroup.nhs.uk/
Ashington House Surgery,https://www.nhs.uk/services/gp-surgery/ashington-house-surgery/J83036,http://www.ashingtonhousesurgery.com
West Cheltenham Medical,https://www.nhs.uk/services/gp-surgery/west-cheltenham-medical/Y05212,https://www.inspire-healthcare.co.uk
Park Lane Surgery,https://www.nhs.uk/services/gp-surgery/park-lane-surgery/N81085,https://www.parklanehousesurgery.co.uk
Harwood Medical Centre,https://www.nhs.uk/services/gp-surgery/harwood-medical-centre/P82016,https://www.harwoodmedicalcentre.co.uk/
Ashburton Park Medical Centre,https://www.nhs.uk/services/gp-surgery/ashburton-park-medical-centre/H83033,http://www.ashburtonparkmedical.co.uk
Redfern Health Centre,https://www.nhs.uk/services/gp-surgery/redfern-health-centre/L83088,failed
Addiscombe Road Surgery,https://www.nhs.uk/services/gp-surgery/addiscombe-road-surgery/H83008,notfound
Friends Road Medical Practice,https://www.nhs.uk/services/gp-surgery/friends-road-medical-practice/H83019,http://www.frmp.org.uk
Selhurst Medical Centre,https://www.nhs.uk/services/gp-surgery/selhurst-medical-centre/H83611,notfound
Whitehorse Practice,https://www.nhs.uk/services/gp-surgery/whitehorse-practice/H83034,https://www.thewhitehorsepractice.nhs.uk
Shirley Medical Centre (Solihull Healthcare Partnership),https://www.nhs.uk/services/gp-surgery/shirley-medical-centre-solihull-healthcare-partnership/M89017001,https://solihullhealthcarepartnership.nhs.uk/
The Freshbrook Surgery,https://www.nhs.uk/services/gp-surgery/the-freshbrook-surgery/J83064001,notfound
Victoria Cross Surgery,https://www.nhs.uk/services/gp-surgery/victoria-cross-surgery/J83633,https://victoriacrosssurgery.co.uk/
Kingswood Surgery,https://www.nhs.uk/services/gp-surgery/kingswood-surgery/G82016,https://thekingswoodsurgery.nhs.uk/
Old Catton Medical Practice,https://www.nhs.uk/services/gp-surgery/old-catton-medical-practice/D82013,http://www.oldcattonsurgery.nhs.uk
Lakenham Surgery,https://www.nhs.uk/services/gp-surgery/lakenham-surgery/D82026,https://www.lakenham-surgery.co.uk
Oak Street Medical Pract.,https://www.nhs.uk/services/gp-surgery/oak-street-medical-pract/D82047,http://oakstreetmedical-norwich.nhs.uk/
Hoyland House,https://www.nhs.uk/services/gp-surgery/hoyland-house/L84025,https://www.painswicksurgery.nhs.uk
Vulnerable Adults Service,https://www.nhs.uk/services/gp-surgery/vulnerable-adults-service/Y05472,notfound
Higham Ferrers Surgery,https://www.nhs.uk/services/gp-surgery/higham-ferrers-surgery/K83080,http://www.highamferrerssurgery.co.uk/
Harborough Field Surgery,https://www.nhs.uk/services/gp-surgery/harborough-field-surgery/K83007,http://www.harboroughfieldsurgery.nhs.uk/
The Glinton Surgery,https://www.nhs.uk/services/gp-surgery/the-glinton-surgery/C83026002,http://www.deepingspractice.co.uk
Ilford Lane Surgery,https://www.nhs.uk/services/gp-surgery/ilford-lane-surgery/F86082,http://www.ilfordlanesurgery.nhs.uk/
Dr SZ Haider's Practice,https://www.nhs.uk/services/gp-surgery/dr-sz-haider-s-practice/F82038,notfound
Everest Health Partnership,https://www.nhs.uk/services/gp-surgery/everest-health-partnership/G83027,http://www.everesthealth.co.uk/
Boleyn Medical Centre,https://www.nhs.uk/services/gp-surgery/boleyn-medical-centre/F84050,http://www.boleynmedicalcentre.co.uk/
Edridge Road Community Health Centre,https://www.nhs.uk/services/gp-surgery/edridge-road-community-health-centre/Y02962,https://www.edridgeroadchc.nhs.uk
St Stephens Gate Medical Partnership,https://www.nhs.uk/services/gp-surgery/st-stephens-gate-medical-partnership/D82008,http://www.ststephensgate.com
Prospect Medical Practice,https://www.nhs.uk/services/gp-surgery/prospect-medical-practice/D82087,https://www.prospectmedicalpractice.nhs.uk/
West Pottergate Med Prac,https://www.nhs.uk/services/gp-surgery/west-pottergate-med-prac/D82106,https://www.westpottergate.co.uk
The Tuckswood Surgery,https://www.nhs.uk/services/gp-surgery/the-tuckswood-surgery/D82011003,http://www.castle-partnership.co.uk
Woodcock Rd Surgery,https://www.nhs.uk/services/gp-surgery/woodcock-rd-surgery/D82096,http://www.woodcockroadsurgery.nhs.uk
Milton Surgery,https://www.nhs.uk/services/gp-surgery/milton-surgery/D81612,http://www.miltonsurgery.co.uk
Red House Surgery,https://www.nhs.uk/services/gp-surgery/red-house-surgery/D81054,http://www.redhousesurgery.nhs.uk/
The Azad Practice,https://www.nhs.uk/services/gp-surgery/the-azad-practice/F84735,http://www.theazadpractice.nhs.uk
Five Elms Medical Practice,https://www.nhs.uk/services/gp-surgery/five-elms-medical-practice/F82012,http://www.fiveelmsmedical.co.uk
Eltham Palace Pms,https://www.nhs.uk/services/gp-surgery/eltham-palace-pms/G83015,http://www.elthampalacesurgery.nhs.uk
Eltham Medical Practice,https://www.nhs.uk/services/gp-surgery/eltham-medical-practice/G83680,http://www.elthammedicalpractice.nhs.uk
Lathom Road Medical Centre,https://www.nhs.uk/services/gp-surgery/lathom-road-medical-centre/F84070,http://www.lathomroadmedicalcentre.co.uk/
Dewey Practice (Dr Christopher),https://www.nhs.uk/services/gp-surgery/dewey-practice-dr-christopher/F82621,http://www.thesurgerydeweyroad.co.uk/
Bartley Green Medical Practice,https://www.nhs.uk/services/gp-surgery/bartley-green-medical-practice/M85117,https://bgmp.digipractice.org/
Castle Meadows Surgery,https://www.nhs.uk/services/gp-surgery/castle-meadows-surgery/M87620,http://www.castlemeadowssurgery.nhs.uk
Sibford Surgery,https://www.nhs.uk/services/gp-surgery/sibford-surgery/K84065,notfound
Hook Norton Surgery,https://www.nhs.uk/services/gp-surgery/hook-norton-surgery/K84058001,http://www.bloxhamsurgery.co.uk
